ProductID,Name,Category,Description,Price,Stock
292,Cacao Powder,Food - Baking,Unsweetened cacao powder for baking and smoothies.,4.49,91
293,Pressure Cooker,Kitchen,Instant pressure cooker with multiple cooking settings.,89,43
294,Spicy Tuna Sushi Kit,Food - Prepared Meals,Everything you need to make delicious spicy tuna rolls at home.,8.99,89
295,Couscous Mix,Food - Grains,"Fluffy couscous that cooks in just minutes, perfect as a side.",2.49,82
296,Mango Chili Salsa,Food - Condiments,"A sweet and spicy salsa made with mangoes and a hint of chili, great with chips or grilled chicken.",4.29,2
297,Pest Control Traps,Home,Non-toxic traps for catching household pests safely.,22.99,53
298,Set of Decorative Storage Bins,Home,Colorful bins to keep your space organized.,34.99,44
299,LED Desk Lamp with USB Charging,Office,Stylish desk lamp featuring a USB charging port.,39.99,2
300,Digital Wireless Camera,Home Security,Secure digital wireless security camera system.,199.99,79
301,Cherry Almond Protein Bar,Food - Snacks,"Nutritious protein bar with cherry and almond flavor, great for on-the-go.",1.99,36
302,Brownie Bites,Food - Baked Goods,"Fudgy brownie bites, perfect for sharing or snacking.",4.99,66
303,LED Under Cabinet Lighting,Home,Easy-to-install lights to brighten kitchen cabinets and workspaces.,29.99,81
304,Cereal Dispenser with Portion Control,Kitchen,Maintain freshness and dispense cereal easily.,24.99,40
305,First Aid Kit,Health,Comprehensive first aid kit for emergency situations.,29.99,11
306,Chickpea Salad Deluxe,Food - Produce,"Chickpeas mixed with fresh vegetables and herbs, a nutritious snack or salad.",4.29,57
307,Stylish Combat Boots,Clothing - Shoes,Bold combat boots that make a statement with any outfit.,99.99,21
308,Pest Control Traps,Home,Non-toxic traps for catching household pests safely.,22.99,10
309,Ice Cream,Food - Frozen Foods,"Rich and creamy ice cream, available in various flavors.",5.99,78
310,Pet Food Storage Container,Pets,Airtight container to keep pet food fresh.,24.99,10
311,Travel Organizer,Travel,Compact travel organizer for accessories and toiletries.,22.99,84
312,Digital Drawing Tablet,Art Supplies,Tablet for digital drawing and illustration work.,79.99,95
313,Portable Camping Shower,Outdoor,Convenient shower system for camping and outdoor activities.,39.99,72
314,Handmade Soap Making Kit,Crafts,Complete kit for crafting your own scented soaps.,34.99,10
315,Sketchbook,Art Supplies,High-quality sketchbook for artists.,14.99,54
316,Granola Bars,Food - Snacks,"Crispy and chewy granola bars, perfect for on-the-go.",4.99,58
317,Vanilla Bean Greek Yogurt,Food - Dairy,Smooth Greek yogurt infused with vanilla bean flavor.,1.99,30
318,Electric Toothbrush Holder,Health,Sanitary holder that ensures your toothbrush stays clean.,14.99,11
319,Pet Bed,Pets,Comfortable pet bed for small to medium-sized dogs.,39.99,52
320,Golf Polo Shirt,Clothing - Tops,Breathable polo shirt designed for both style and comfort on the greens.,39.99,23
321,Smartphone Car Mount with Wireless Charging,Automotive,Secure phone mount that wirelessly charges your device while driving.,39.99,98
322,Portable Solar Generator,Outdoor,Eco-friendly generator for outdoor adventures.,399.99,97
323,Oven Mitts,Kitchen,Silicone oven mitts for safe handling of hot cookware.,15.99,62
324,Wall Decals for Kids,Home,Fun and colorful wall decals for children's rooms.,24.99,85
325,DIY Organic Gardening Kit,Garden,Complete kit for starting your own organic garden.,39.99,10
326,Cheesy Broccoli Soup Mix,Food - Soups,Just add water for a hearty cheese and broccoli soup in minutes.,2.99,40
327,Travel Pillow,Travel,Memory foam travel pillow for neck support.,22.99,38
328,Black Bean Spaghetti,Food - Pasta,"High-protein pasta made from black beans, gluten-free.",3.99,49
329,Infrared Space Heater,Home Appliances,Energy-efficient infrared heater for home use.,99.99,46
330,Feta Cheese,Food - Dairy,"Tangy feta cheese, perfect for salads and sandwiches.",4.99,69
331,Chocolate Raspberry Tart,Food - Bakery,"Rich tart filled with chocolate and raspberry, a gourmet dessert.",9.99,57
332,Electric Wine Opener,Kitchen,Rechargeable electric wine opener for effortless uncorking.,29.99,100
333,Safety Goggles,Safety,Protective goggles for DIY and construction work.,14.99,19
334,Sporty Slide Sandals,Clothing - Footwear,Comfortable slide sandals for lounging by the pool.,24.99,32
335,Fleece Hoodie,Clothing - Outerwear,Ultra-soft fleece hoodie for warmth and comfort during chilly days.,39.99,59
336,Raisin Cinnamon Granola,Food - Cereals,Crunchy granola with raisins and cinnamon for a delightful breakfast.,3.79,26
337,Thai Green Curry Paste,Food - Sauces,A rich curry paste for making authentic Thai green curry at home.,2.49,4
338,Foam Building Blocks for Kids,Toys,Soft foam blocks perfect for building and imaginative play.,22.99,98
339,Buffalo Sauce,Food - Condiments,Spicy buffalo sauce ideal for wings or dipping.,2.99,13
340,Pet Bed with Removable Cover,Pets,Comfy pet bed with washable cover for easy cleaning.,49.99,28
341,Adjustable Resistance Bands,Fitness,Set of resistance bands for versatile strength training workouts.,39.99,71
342,Watercolor Paint Set,Art Supplies,Vibrant watercolor paints that come with brushes and palettes.,19.99,19
343,Sunflower Seeds,Food - Nuts,Salted sunflower seeds perfect for snacking.,2.99,88
344,Bamboo Utensil Holder,Kitchen,Stylish holder for organizing cooking utensils.,14.99,5
345,Multi-Purpose Plant Care Tool,Garden,"All-in-one tool for measuring soil moisture, light, and pH.",24.99,48
346,Collapsible Folding Chair,Outdoor,Lightweight and portable chair for camping or events.,29.99,66
347,Chili Lime Shrimp,Food - Seafood,"Frozen shrimp seasoned with chili and lime, perfect for quick dinners.",8.99,59
348,Fitness Jump Rope with LCD Counter,Fitness,Weighted jump rope that counts jumps and calories burned.,15.99,1
349,Classic Baseball Cap,Clothing - Accessories,A timeless baseball cap that adds a sporty touch to any outfit.,24.99,13
350,Silicone Baking Mats,Kitchen,Reusable silicone mats for non-stick baking.,19.99,43
351,Reusable Coffee Filter,Kitchen,Eco-friendly coffee filter for brewing.,10.99,45
352,Athletic Sports Bra,Clothing - Activewear,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric.",24.99,42
353,Italian Sausage and Peppers,Food - Meat,A flavorful blend of Italian sausage with sautéed peppers and onions.,8.99,40
354,Wireless HDMI Receiver,Electronics,Stream HD video wirelessly from devices to TV.,49.99,22
355,Home Brewing Starter Kit,Food,All-in-one kit for brewing beer at home.,79.99,86
356,Wooden Children's Play Kitchen,Toys,Interactive kitchen set for imaginative play.,129.99,25
357,Electric Wax Warmer,Home,Wax warmer for creating a soothing atmosphere with fragrances.,22.99,33
358,Cinnamon Spiced Almonds,Food - Snacks,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,5.99,67
359,Bamboo Utensil Set,Kitchen,Sustainable bamboo utensils for cooking and serving.,14.99,22
360,Gluten-Free Biscuits,Food - Baking,Fluffy biscuits made without gluten,3.79,64
361,Frozen Salmon Filets,Food - Seafood,"Wild-caught salmon filets, perfect for grilling or baking.",12.99,38
362,Adjustable Kitchen Broom Stand,Home,Space-saving broom holder for organized cleaning supplies.,14.99,35
363,Sriracha Sauce,Food - Condiments,Spicy chili sauce for an extra kick in your meals.,3.19,43
364,French Bread,Food - Bakery,"Freshly baked French baguette, perfect for dipping.",2.49,41
365,Organic Green Lentils,Food - Grocery,"Nutty flavored lentils, perfect for soups and salads.",3.99,35
366,Fitness Jump Rope,Fitness,Durable jump rope for cardio workouts.,15.99,55
367,Adjustable Yoga Mat Strap,Fitness,Convenient strap for carrying yoga mats to class.,14.99,16
368,Organic Black Beans,Food - Canned Goods,"Versatile canned black beans, ready to add to any dish.",1.29,3
369,Non-Stick Grill Pan,Kitchen,Heavy-duty grill pan for indoor grilling.,39.99,84
370,Smartphone Gimbal,Electronics,Stabilizing gimbal for smooth video recording.,89.99,56
371,Dish Soap Dispenser,Kitchen,Stylish dish soap dispenser with sponge holder.,18.99,79
372,Thai Red Curry Paste,Food - Condiments,Spicy and flavorful curry paste for authentic Thai dishes.,3.99,6
373,Herbal Tea Sampler Box,Food,Assorted collection of herbal teas for relaxation and wellness.,29.99,79
374,Savory Breakfast Sausage,Food - Meats,"Frozen sausage patties made with herbs and spices, perfect for breakfast sandwiches.",6.49,23
375,Fitness Tracker Watch,Wearable Tech,Water-resistant activity tracker and smartwatch features.,79.99,35
376,Raisin Cinnamon Granola,Food - Cereals,Crunchy granola with raisins and cinnamon for a delightful breakfast.,3.79,37
377,Fresh Basil Pesto,Food - Sauces,"A fresh, flavorful basil pesto for pasta and more",4.79,93
378,Berries Medley,Food - Produce,"A mix of fresh raspberries, blueberries, and blackberries.",6.99,91
379,Peach Mango Smoothie Mix,Food - Beverages,A blend of peach and mango for a tropical smoothie.,5.99,3
380,Chickpea Pancakes,Food - Frozen,"Savory pancakes made with chickpea flour, high in protein.",4.99,80
381,Organic Tomato Soup,Food - Canned Goods,Hearty tomato soup made from organic ingredients.,3.79,1
382,Multi-Cooker,Kitchen,Versatile multi-cooker for pressure cooking and slow cooking.,89.99,73
383,Almond Flour Cookies,Food - Bakery,Delicious cookies made with almond flour for a gluten-free treat.,4.99,89
384,Frozen Broccoli,Food - Frozen,"Nutrient-rich broccoli, easy to add to any meal.",2.49,20
385,Avocado Oil Mayo,Food - Condiments,Creamy mayonnaise made with avocado oil for a healthier twist.,5.29,95
386,Wooden Puzzle Game,Toys,Classic wooden puzzle game for kids and adults.,14.99,28
387,Wireless Earbuds Case,Accessories,Protective case for wireless earbuds.,12.99,45
388,Lasagna Noodles,Food - Pasta,Wide pasta sheets for making lasagna.,1.89,66
389,Red Lentil Pasta,Food - Pasta,"Gluten-free pasta made from red lentils, packed with protein.",3.99,59
390,Fishing Rod,Outdoor,Lightweight fishing rod suitable for beginners.,49.99,79
391,Glass Food Containers,Kitchen,BPA-free glass containers for safe food storage.,34.99,50
392,Teriyaki Chicken Skewers,Food - Meat,Grilled chicken skewers glazed with teriyaki sauce.,8.99,55
393,Almond Butter Cups,Food - Snacks,"Rich chocolate cups filled with almond butter, a delicious treat.",3.29,16
394,Compact Electric Kettle,Kitchen,Quick-boiling kettle for home and office use.,29.99,56
395,Ergonomic Mouse Pad with Wrist Support,Office,Comfortable mouse pad designed to reduce wrist strain.,14.99,82
396,Peach Preserves,Food - Condiments,"Sweet and fruity peach preserves, perfect for spreading on toast.",3.79,16
397,Sous Vide Cooker,Kitchen,Precision cooker for perfect sous vide cooking.,79.99,50
398,Banana Nut Muffins,Food - Bakery,"Moist, fluffy muffins packed with bananas and walnuts for a delightful breakfast or snack.",4.49,64
399,Non-Slip Yoga Socks,Fitness,Yoga socks designed to provide better grip and stability.,12.99,26
400,Adjustable Window Blind,Home,Customizable window cover for light control and privacy.,49.99,53
401,Garam Masala Spice Blend,Food - Spices,A fragrant Indian spice blend for curries and stews.,2.79,49
402,Durable Hiking Boots,Footwear,Comfortable and rugged boots designed for hiking.,89.99,35
403,Teriyaki Chicken Wings,Food - Frozen Food,Flavorful chicken wings marinated in a sweet teriyaki glaze.,10.99,33
404,Apple Sauce,Food - Canned Goods,"Unsweetened apple sauce, great for snacks or baking.",2.19,31
405,Pumpkin Spice Granola,Food - Breakfast,Crunchy granola with pumpkin spice flavor.,4.99,38
406,Sea Salt Caramel Popcorn,Food - Snacks,"Sweet and salty popcorn with sea salt and caramel, a tasty treat.",3.99,19
407,Spice Rack,Kitchen,Rotating spice rack with 20 spice jars.,39.99,92
408,Honey Sriracha Chicken Bites,Food - Frozen Foods,"Frozen chicken bites coated in a honey sriracha glaze, spicy and sweet.",7.99,24
409,Digital Drawing Tablet,Art Supplies,Tablet for digital drawing and illustration work.,79.99,58
410,Popcorn Chicken,Food - Frozen,"Crispy chicken bites, perfect for dipping.",6.49,98
411,Miso Dressing,Food - Dressings,Flavorful dressing made with miso paste,3.49,30
412,Oven Mitts,Kitchen,Silicone oven mitts for safe handling of hot cookware.,15.99,9
413,Gardening Tool Belt,Garden,Convenient belt with pockets for easy access to tools while gardening.,22.99,11
414,Natural Peanut Butter,Food - Spreads,Creamy peanut butter with no added sugar or oils.,4.29,13
415,Gluten-Free Pancake Mix,Food - Baking Goods,"Fluffy and delicious pancake mix, perfect for a gluten-free breakfast.",5.99,39
416,Wall-Mounted Organizer,Home,Practical organizer for keeping your home tidy and clutter-free.,34.99,90
417,Fleece Lined Leggings,Clothing,Comfortable and warm leggings perfect for colder weather.,29.99,27
418,Sweet Potato Noodles,Food - Pasta,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor.",3.79,32
419,Dog Car Seat Cover,Pets,Waterproof cover to protect car seats from pet hair and dirt.,39.99,90
420,Apple Cinnamon Oatmeal,Food - Breakfast,Warm oatmeal flavored with apple and cinnamon.,2.89,17
421,Multi-Port USB Hub,Electronics,USB hub for expanding ports on computers and laptops.,19.99,61
422,Self-Inflating Camping Mattress,Outdoor,Comfortable camping mattress that inflates automatically.,49.99,72
423,Adjustable Height Standing Desk Converter,Office,Convert your desk to a standing desk easily.,89.99,51
424,Warm Wool Sweater,Clothing - Tops,Cozy wool sweater to keep you warm on chilly days.,59.99,32
425,Spicy Beef Taco Mix,Food - Condiments,Easy mix for making spicy beef tacos.,1.99,6
426,Mixed Nuts,Food - Snacks,"A blend of assorted nuts, perfect for snacking or adding to recipes.",5.99,5
427,Honey Sriracha Chicken Bites,Food - Frozen Foods,"Frozen chicken bites coated in a honey sriracha glaze, spicy and sweet.",7.99,77
428,Tomato Sauce,Food - Canned Goods,Rich and flavorful tomato sauce for pasta or pizza.,2.79,82
429,Nut Mix,Food - Snacks,A blend of mixed nuts for snacking.,5.99,88
430,Gaming Headset,Gaming,Comfortable gaming headset with surround sound.,69.99,65
431,Savory Italian Herbs,Food - Spices,A blend of dried Italian herbs for cooking.,2.99,16
432,Water Bottle,Fitness,Insulated water bottle for keeping drinks cold.,18.99,17
433,Plant Growing Kit,Garden,Complete kit for growing herbs indoors.,22.99,70
434,Sushi Rice,Food - Grains,Short-grain sushi rice for perfect rolls.,3.99,27
435,Cinnamon Rolls,Food - Bakery,"Sweet and gooey cinnamon rolls, ready to bake.",4.49,7
436,Buffalo Chicken Wraps,Food - Prepared Meals,Savory wraps with buffalo chicken and fresh vegetables.,5.99,74
437,Window A/C Unit,Home Appliances,Energy-efficient window air conditioner for cooling.,299.99,30
438,Comfortable Bed Pillow,Home,Supportive pillow designed for a good night's sleep.,24.99,61
439,Ceramic Knife Set,Kitchen,Set of ceramic knives for precision slicing.,39.99,31
440,Gaming Headset,Gaming,Comfortable gaming headset with surround sound.,69.99,45
441,Wireless Charging Station,Electronics,Charge multiple devices with this sleek charging station.,39.99,18
442,Creamy Spinach Dip,Food - Prepared Foods,"Deliciously creamy spinach dip, perfect for parties.",5.99,14
443,Strawberry Fruit Spread,Food - Jams & Jellies,Natural fruit spread bursting with real strawberry flavor.,3.59,23
444,Chocolate Covered Pretzels,Food - Snacks,"Crunchy pretzels coated in rich chocolate, a sweet treat.",3.29,47
445,Laptop Stand,Accessories,Adjustable laptop stand for better ergonomics.,29.99,70
446,Digital Alarm Clock,Home,Snooze function and LED display for easy reading.,19.99,33
447,Coffee Subscription Service,Food,Monthly subscription for freshly roasted coffee delivered to your door.,29.99,63
448,Rice Noodles,Food - Grains,"Thin rice noodles, ideal for stir-fries and soups.",3.49,52
449,Pet Grooming Gloves,Pets,Gentle grooming gloves for shedding pets.,9.99,32
450,Apple Juice,Food - Beverages,"Refreshing apple juice, 100% juice with no added sugar.",3.29,65
451,Instant Pot,Kitchen,7-in-1 multi-cooker for versatile cooking.,89.99,47
452,Ramen Noodle Soup Cups,Food - Prepared Meals,Instant ramen cups with flavor-packed broth.,1.29,8
453,Magnetic Puzzle Board,Toys,Magnetic puzzle assembly board for kids.,24.99,46
454,Acoustic Guitar,Music,Beginner-friendly acoustic guitar with natural finish.,199.99,44
455,Smartwatch,Wearable Tech,Stylish smartwatch with fitness tracking features.,199.99,56
456,Pumpkin Puree,Food - Canned Goods,"Canned pumpkin puree, perfect for pies and soups.",2.99,51
457,Travel Size Toiletry Bottles,Travel,Leak-proof bottles for travel-sized toiletries.,9.99,90
458,Kale Salad Kit,Food - Salads,"Ready-to-eat salad with kale, lemon, and cheese.",4.99,77
459,Indoor Grill,Kitchen,Electric indoor grill for quick meals.,59.99,39
460,Tropical Fruit Bowl,Food - Snacks,A mix of tropical fruits for a refreshing snack or dessert.,4.99,10
461,Adjustable Kitchen Broom Stand,Home,Space-saving broom holder for organized cleaning supplies.,14.99,73
462,Window Blinds,Home,Adjustable window blinds for privacy and light control.,59.99,86
463,Cherry Almond Protein Bar,Food - Snacks,"Nutritious protein bar with cherry and almond flavor, great for on-the-go.",1.99,31
464,Tomato Basil Pasta Sauce,Food - Sauces,Rich and flavorful pasta sauce made with ripe tomatoes and basil.,3.99,90
465,Peanut Butter Pretzel Bites,Food - Snacks,Crunchy pretzel bites filled with peanut butter,4.19,82
466,Ergonomic Gaming Chair,Gaming,Comfortable gaming chair for long hours of play.,199.99,83
467,Portable Hand Warmer,Accessories,Rechargeable hand warmer for cold weather comfort.,24.99,19
468,Summer Tank Dress,Clothing - Dresses,"A lightweight tank dress, ideal for warm weather outings.",39.99,4
469,Lemon Herb Quinoa,Food - Grains,"Fluffy quinoa mixed with lemon zest and herbs, a perfect side.",3.49,10
470,Vegetable Sushi Rolls,Food - Prepared Meals,Fresh sushi rolls filled with a variety of vegetables.,5.99,65
471,Jennifer's Amazing Lip Balm Kit,Beauty,DIY kit to make your own lip balms in various flavors.,22.99,72
472,LED Flashlight,Outdoor,Bright LED flashlight with adjustable beam.,19.99,25
473,Sweet Potato Mash,Food - Frozen Foods,"Creamy mashed sweet potatoes, ready to heat and serve.",3.99,41
474,Weighted Jump Rope with Counter,Fitness,Jump rope that counts your jumps for tracking workouts.,14.99,72
475,Tea Set with Infuser,Kitchen,Elegant tea set that includes an infuser for brewing.,34.99,9
476,Maple Pecan Pancake Mix,Food - Breakfast,"A fluffy pancake mix infused with maple and pecans, perfect for a hearty breakfast.",4.99,75
477,Mixed Nuts,Food - Snacks,"A blend of assorted nuts, perfect for snacking or adding to recipes.",5.99,93
478,Creamy Garlic Mashed Potatoes,Food - Sides,Rich and buttery mashed potatoes with roasted garlic.,3.99,40
479,Sriracha Chili Sauce,Food - Condiments,Spicy chili sauce with garlic and sugar for a flavor kick.,2.79,64
480,Chickpea Salad Deluxe,Food - Produce,"Chickpeas mixed with fresh vegetables and herbs, a nutritious snack or salad.",4.29,1
481,Wi-Fi Enabled Smart Light Switch,Smart Home,Control your lights remotely with a smartphone app.,24.99,14
482,Pet Activity Tracker,Pets,GPS collar that monitors your pet's location and activity level.,59.99,94
483,Sesame Oil,Food - Oils & Vinegars,Nutty-scented oil for stir-fry and marinades.,3.99,98
484,Golf Polo Shirt,Clothing - Tops,Breathable polo shirt designed for both style and comfort on the greens.,39.99,63
485,Bamboo Memory Foam Pillow,Home,Ergonomically designed pillow with breathable bamboo cover.,34.99,45
486,Chicken Sausage,Food - Meat,"Flavorful chicken sausage, low in fat and fully cooked.",6.99,35
487,Tomato Paste,Food - Canned Goods,"Concentrated tomato paste, great for sauces.",1.29,12
488,Vegetable Stir-Fry Sauce,Food - Sauces,Savory sauce for vegetable and meat stir-fries.,3.49,67
489,Pumpkin Spice Coffee,Food - Beverages,"Coffee blend infused with pumpkin spice, perfect for fall.",7.99,66
490,Portable Speaker Stand,Audio,Adjustable stand for portable speakers and devices.,39.99,48
491,Honey Lemon Tea,Food - Beverages,"Refreshing tea with honey and lemon flavor, perfect for a warm drink.",3.29,8
492,Beard Grooming Kit,Grooming,Everything you need for maintaining a healthy beard.,34.99,83
493,Multi-Cooker,Kitchen,Versatile multi-cooker for pressure cooking and slow cooking.,89.99,50
494,Almond Coconut Granola,Food - Breakfast Foods,Crunchy granola with almonds and coconut.,3.99,61
495,Rustic Italian Bread,Food - Bakery,"Freshly baked rustic bread, perfect for sandwiches or dipping in olive oil.",3.59,63
496,Multi-Purpose Marine Rope,Outdoor,"Heavy-duty rope suitable for boating, camping, and general use.",19.99,43
497,Children's Educational Workbook,Books,Activity workbook for early learning and fun.,12.99,83
498,Pet First Aid Kit,Pets,Essential kit for taking care of your pets' health emergencies.,29.99,13
499,Car Diagnostic Scanner,Automotive,Tool to check car engine codes and performance issues.,49.99,97
500,Scented Candle Set,Home,Set of soothing scented candles for relaxation and ambiance.,24.99,96
501,Smartphone Projector Kit,Electronics,DIY kit to convert your smartphone into a mini projector.,24.99,21
502,Smart Water Bottle,Fitness,Water bottle that tracks your hydration levels.,39.99,5
503,Tea Infuser,Kitchen,Silicone tea infuser for brewing loose leaf tea.,12.99,25
504,Magnetic Spice Containers,Kitchen,Set of magnetic jars for convenient spice organization.,24.99,96
505,DIY Candle Making Kit,Crafts,Everything you need to make your own candles.,22.99,39
506,Pumpkin Puree,Food - Canned Goods,"Canned pumpkin puree, perfect for pies and soups.",2.99,100
507,Heavy Duty Gardening Tool Set,Garden,Comprehensive tool set for gardening enthusiasts.,49.99,35
508,Thai Peanut Dressing,Food - Condiments,A creamy and tangy dressing perfect for salads or as a dipping sauce.,3.29,62
509,High-Quality Yoga Mat,Fitness,Non-slip mat designed for yoga and fitness exercises.,34.99,69
510,Honey Sesame Chicken,Food - Frozen Food,A delicious chicken dish featuring honey and sesame flavors.,8.99,59
511,Infrared Thermometer,Health,Non-contact thermometer for checking temperatures instantly.,39.99,44
512,Electric Hot Water Dispenser,Kitchen,Instant hot water dispenser for tea and cooking.,59.99,72
513,Black Olives,Food - Canned Goods,"Sliced black olives, perfect for salads and pizzas.",1.99,67
514,Insulated Cooler,Outdoor,Leak-proof cooler bag ideal for picnics and camping.,39.99,28
515,Kids Tablet,Electronics,Durable tablet designed for kids with parental controls.,129.99,22
516,Peanut Butter Chocolate Clusters,Food - Desserts,Delicious clusters of peanuts and chocolate for a sweet treat.,2.99,80
517,Lightweight Rain Jacket,Clothing - Outerwear,"Water-resistant jacket ideal for outdoor activities, featuring a packable design.",79.99,90
518,Thai Coconut Curry Sauce,Food - Condiments,A rich coconut curry sauce perfect for simmering vegetables or meats.,3.99,66
519,Maple Bacon Popcorn,Food - Snacks,Savory popcorn flavored with maple syrup and bacon bits.,3.49,13
520,Brussels Sprouts,Food - Produce,"Fresh Brussels sprouts, great for roasting or steaming.",3.49,29
521,Vegetable Stir-Fry Kit,Food - Produce,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook.",6.99,9
522,Ginger Tea,Food - Beverages,A soothing herbal tea made from ginger root.,4.99,59
523,Portable Air Pump,Outdoor,Compact pump ideal for inflating sports equipment or rafts.,19.99,92
524,Bicycle Lock,Bicycles,Heavy-duty bicycle lock for security.,29.99,99
525,Peach Halves (canned),Food - Canned Goods,"Sweet peach halves packed in juice, great for desserts.",2.49,89
526,Vegetable Stir-Fry Kit,Food - Produce,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook.",6.99,86
527,Coconut Curry Lentil Soup,Food - Canned Goods,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor.",3.99,25
528,Teriyaki Chicken Stir-Fry,Food - Frozen Foods,"Frozen stir-fry mix with chicken, veggies, and teriyaki sauce.",6.99,64
529,Apple Cinnamon Breakfast Muffins,Food - Bakery,Delicious muffins filled with apples and a hint of cinnamon for breakfast.,3.49,1
530,Wireless Game Controller,Gaming,Ergonomic wireless controller for gaming consoles.,39.99,34
531,Chocolate Dipped Fruit,Food - Snacks,"Fruits dipped in rich chocolate, perfect for desserts.",5.99,95
532,Inflatable Party Cooler,Outdoor,Fun inflatable cooler to keep drinks cold at parties.,19.99,92
533,Coconut Curry Lentils,Food - Canned Goods,Lentils cooked in a coconut curry for a hearty meal.,5.79,50
534,Bamboo Cotton Tank Top,Clothing - Tops,"Sustainable tank top made of bamboo cotton, offering breathability and comfort.",22.99,93
535,Spicy Italian Sausage,Food - Meat & Seafood,"Savory sausage with a blend of spices, perfect for pasta dishes.",4.99,96
536,Herb Garlic Butter,Food - Condiments,"A flavorful garlic butter blend, perfect for cooking or baking.",3.99,38
537,Sparkling Blood Orange Soda,Food - Beverages,A refreshing sparkling beverage with a bold blood orange flavor.,1.99,97
538,Lemon Basil Pasta Sauce,Food - Sauces,A tangy sauce that combines lemon zest and basil for a refreshing flavor.,4.99,7
539,Breezy Off-The-Shoulder Top,Clothing - Tops,A light and breezy top ideal for warm days.,34.99,50
540,Mango Chilli Sauce,Food - Condiments,A sweet and spicy sauce for dipping or glazing.,3.99,5
541,Samoas Cookie Mix,Food - Baking,Baking mix to create your favorite Samoa-style cookies at home.,5.59,58
542,Organic Coconut Oil,Food - Oils,"Cold-pressed coconut oil, perfect for cooking, baking, or skin care.",8.99,54
543,Magic Color-Changing Mug,Kitchen,Heat-sensitive mug that changes color when filled with hot liquid.,14.99,71
544,Lemon Pepper Seasoning,Food - Seasonings,A zesty seasoning for meats and vegetables,3.29,35
545,Sriracha Chili Sauce,Food - Condiments,Spicy chili sauce with garlic and sugar for a flavor kick.,2.79,84
546,Coconut Oil Spray,Food - Cooking Oils,A zero-calorie coconut oil spray for cooking and baking.,4.99,3
547,Pet Camera with Treat Dispenser,Pets,Monitor and interact with your pet remotely with this camera.,149.99,26
548,Beet Salad,Food - Prepared Foods,"Ready-to-eat beet salad with dressing, great side dish.",3.99,97
549,Smart Water Bottle,Fitness,Water bottle that tracks your hydration levels.,39.99,13
550,Pepperoni Pizza Rolls,Food - Snacks,"Savory pizza rolls filled with pepperoni and cheese, ready to bake and enjoy in minutes.",6.99,37
551,Coconut Oil Spray,Food - Cooking Oils,A zero-calorie coconut oil spray for cooking and baking.,4.99,74
552,Chocolate Coconut Granola,Food - Cereals,"Crunchy granola with chocolate and coconut, great for breakfast or snacks.",3.79,16
553,Suede Ankle Booties,Clothing - Footwear,"Chic suede ankle booties, perfect for dressing up or down.",79.99,6
554,Chili Powder,Food - Spices,Spicy chili powder to add heat to dishes.,2.09,94
555,Pet Bed,Pets,Comfortable pet bed for small to medium-sized dogs.,39.99,87
556,Adjustable Garden Rake,Garden,Heavy-duty rake with adjustable width for different gardening needs.,22.99,97
557,Vegetable Potstickers,Food - Frozen Food,"Delicious vegetable dumplings, perfect for steaming or frying.",5.99,65
558,Honey Ginger Tea,Food - Beverages,"Soothing tea with honey and ginger, great for relaxation.",2.99,48
559,Sweet Cherry Tomatoes,Food - Produce,Fresh and juicy cherry tomatoes for salads and snacking.,2.99,56
560,Pet Nail Clipper,Pets,Safe and easy-to-use nail clippers for pets.,12.99,83
561,Garden Vegetable Chips,Food - Snacks,"Crispy chips made from assorted garden vegetables, lightly salted.",3.49,64
562,Frozen Broccoli,Food - Frozen,"Nutrient-rich broccoli, easy to add to any meal.",2.49,39
563,Travel Pillow,Travel,Memory foam travel pillow for neck support.,22.99,67
564,Luxury Rolling Makeup Case,Beauty,Stylish and spacious case for makeup and beauty products.,99.99,81
565,Digital Wireless Camera,Home Security,Secure digital wireless security camera system.,199.99,65
566,Ice Cube Tray with Lid,Kitchen,Silicone tray for making ice cubes with a lid to prevent spills.,10.99,5
567,Dog Waste Bag Dispenser,Pets,Convenient dispenser for dog waste bags on walks.,6.99,69
568,Smartphone Gimbal Stabilizer,Photography,Stabilizer for smooth video recording with smartphones.,89.99,49
569,Sunflower Seeds,Food - Nuts,Salted sunflower seeds perfect for snacking.,2.99,14
570,Creamy Garlic Dressing,Food - Condiments,"Rich and creamy dressing with garlic flavor, perfect for salads.",3.99,34
571,Dog Frisbee Toy,Pets,Durable and soft frisbee designed for dogs to play with.,10.99,39
572,Spinach and Feta Stuffed Chicken Breast,Food - Meat,"Juicy chicken breast stuffed with spinach and feta cheese, seasoned to perfection.",8.99,1
573,Coffee Making Kit,Kitchen,Complete set to brew coffee with different methods.,44.99,98
574,Homestyle Beef Stew,Food - Canned Soups,"Hearty beef stew with vegetables, ready to heat and serve.",7.99,61
575,Dog Training Collar,Pets,Rechargeable training collar for effective behavior training.,39.99,77
576,Flavored Instant Oatmeal,Food - Breakfast,Quick oatmeal with various flavors,2.99,64
